date,PM25,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,PM25_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,code,
2015_1_1,3.9408333333333285,5.076350574712647,0.267212643678161,2.217873563218393,0.15471264367816115,70.68543103448272,4.355775862068965,1.2996839080459766,273.8990517241379,34.05201149425285,66462.43942528742,5.629761904761898,5.076350574712647,0.44535440613026833,2.772341954022991,3.8678160919540288,35.34271551724136,35.34271551724136,540500,
2015_1_2,4.4657471264367805,5.727729885057475,0.4074712643678156,1.9601149425287356,0.1514655172413797,75.75287356321834,5.170402298850577,0.6548275862068964,274.4389942528738,48.35347701149427,66498.50126436782,6.379638752052544,5.727729885057475,0.6791187739463593,2.4501436781609196,3.786637931034492,37.87643678160917,37.87643678160917,540500,
2015_1_3,5.466637931034481,7.6549999999999985,0.5524999999999989,1.799425287356323,0.1590517241379314,80.9802586206897,6.527097701149429,1.9254885057471263,274.57784482758643,57.03784482758614,66422.68738505749,7.809482758620687,7.6549999999999985,0.9208333333333315,2.2492816091954038,3.9762931034482847,40.49012931034485,40.49012931034485,540500,
2015_1_4,7.764741379310345,11.07488505747127,0.8224712643678157,1.4483908045977016,0.16568965517241352,83.72770114942531,7.001695402298847,3.726954022988509,272.16261494252893,70.72479885057473,66012.38988505749,11.092487684729065,11.07488505747127,1.3707854406130262,1.8104885057471272,4.142241379310338,41.86385057471266,41.86385057471266,540500,
2015_1_5,10.838247126436784,12.54491379310344,1.0243678160919563,1.3187931034482763,0.19175287356321882,83.02462643678157,5.492787356321842,-2.609454022988506,268.8461494252873,60.83928160919543,65696.83658045974,15.483210180623978,12.54491379310344,1.707279693486594,1.6484913793103453,4.79382183908047,41.51231321839079,41.51231321839079,540500,
2015_1_6,7.518936781609194,8.598505747126428,0.6547413793103458,1.3775574712643688,0.17390804597701082,79.53054597701143,5.0633620689655165,-1.751551724137931,270.33155172413785,52.557959770114955,65936.15,10.741338259441706,8.598505747126428,1.0912356321839098,1.721946839080461,4.34770114942527,39.765272988505714,39.765272988505714,540500,
2015_1_7,7.8512931034482705,9.459712643678154,0.5840517241379303,1.5129885057471257,0.17893678160919554,78.41465517241382,4.1010632183908005,1.6463218390804604,269.0208333333335,62.96264367816093,65814.19988505747,11.216133004926101,9.459712643678154,0.9734195402298839,1.8912356321839072,4.473419540229888,39.20732758620691,39.20732758620691,540500,
2015_1_8,7.038850574712645,7.877212643678157,0.6295977011494251,1.384741379310345,0.17356321839080457,79.88206896551722,0.2766954022988508,1.6604885057471273,266.9703448275862,70.64410919540231,65888.92382183908,10.055500821018065,7.877212643678157,1.0493295019157087,1.7309267241379311,4.3390804597701145,39.94103448275861,39.94103448275861,540500,
2015_1_9,3.928678160919536,4.814310344827583,0.2812931034482759,1.2264655172413794,0.17522988505747122,83.3006609195402,-0.8744540229885064,-4.673936781609192,266.33043103448256,53.64606321839082,66062.54000000002,5.612397372742194,4.814310344827583,0.4688218390804599,1.5330818965517243,4.3807471264367805,41.6503304597701,41.6503304597701,540500,
2015_1_10,1.8032183908045964,2.11551724137931,0.09770114942528763,1.0663218390804603,0.15301724137931058,80.40396551724142,1.9265804597701148,-5.3500862068965525,267.2280747126438,38.84379310344828,66147.32620689663,2.576026272577995,2.11551724137931,0.16283524904214605,1.3329022988505754,3.8254310344827647,40.20198275862071,40.20198275862071,540500,
2015_1_11,1.9747126436781577,2.4222701149425316,0.12241379310344987,1.155258620689655,0.13787356321839078,75.44609195402296,0.9393965517241374,-6.717356321839088,268.2447413793102,42.587097701149446,66309.47192528733,2.821018062397368,2.4222701149425316,0.2040229885057498,1.4440732758620687,3.4468390804597697,37.72304597701148,37.72304597701148,540500,
2015_1_12,2.3697413793103426,3.026954022988508,0.16083333333333377,1.6013505747126442,0.15853448275862045,73.78807471264369,2.6761781609195414,-3.4320402298850565,269.8152586206895,43.73316091954023,66394.57284482762,3.385344827586204,3.026954022988508,0.2680555555555563,2.001688218390805,3.963362068965511,36.894037356321846,36.894037356321846,540500,
2015_1_13,3.3912643678160923,3.958017241379312,0.2202011494252878,1.90985632183908,0.1602298850574712,72.72491379310345,3.0981609195402307,-1.5509195402298859,271.6370977011493,43.10252873563222,66301.15005747121,4.844663382594418,3.958017241379312,0.367001915708813,2.38732040229885,4.0057471264367805,36.36245689655173,36.36245689655173,540500,
2015_1_14,5.749540229885058,7.311465517241379,0.5247988505747132,2.025000000000001,0.19267241379310315,76.81120689655175,5.279511494252872,0.009109195402299068,271.08477011494256,44.937528735632206,66197.31022988504,8.213628899835797,7.311465517241379,0.8746647509578553,2.531250000000001,4.816810344827579,38.405603448275876,38.405603448275876,540500,
