date,PM25,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,PM25_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,code,
2015_1_1,38.05,84.215,36.005,46.41,0.965,26.5075,5.2675,-7.16,274.1875,30.535,103237.8575,53.8125,67.1075,52.50208333333333,58.012499999999996,24.125,13.25375,67.1075,310117,
2015_1_2,81.97250000000001,119.03750000000001,49.4725,80.0,1.41,14.024999999999999,2.6774999999999998,-2.94,276.105,32.875,103025.3725,108.71562500000002,84.51875000000001,58.11354166666666,100.0,35.25,7.012499999999999,108.71562500000002,310117,
2015_1_3,101.68,133.365,38.0375,86.52499999999999,1.25,22.230000000000004,-1.1125,2.7399999999999998,279.545,53.044999999999995,102463.69,133.35000000000002,91.6825,53.348958333333336,103.26249999999999,31.25,11.115000000000002,133.35000000000002,310117,
2015_1_4,123.22749999999999,151.5275,44.862500000000004,110.285,1.465,18.635,0.4825,2.6799999999999997,283.405,45.5525,101877.92499999999,161.7535714285714,100.76375,56.192708333333336,115.1425,36.625,9.3175,161.7535714285714,310117,
2015_1_5,81.33,102.3725,29.4575,83.045,1.115,23.877499999999998,0.4675,4.0975,286.635,74.3475,101436.4075,107.9125,76.18625,49.09583333333333,101.52250000000001,27.875,11.938749999999999,107.9125,310117,
2015_1_6,101.08500000000001,131.895,31.887500000000003,55.785000000000004,1.32,19.8425,1.8625,-7.755000000000001,281.21,67.825,102084.91249999999,132.60625000000002,90.9475,50.786458333333336,69.73125,33.0,9.92125,132.60625000000002,310117,
2015_1_7,44.0975,82.96,32.417500000000004,49.845,0.895,30.909999999999997,2.825,-5.88,277.21750000000003,60.6825,102731.945,61.371874999999996,66.47999999999999,51.00729166666667,62.30625,22.375,15.454999999999998,66.47999999999999,310117,
2015_1_8,91.685,122.07249999999999,53.99,81.0075,1.415,19.4525,3.2424999999999997,-5.172499999999999,277.125,51.269999999999996,103102.41,120.85625,86.03625,59.99583333333334,100.50375,35.375,9.72625,120.85625,310117,
2015_1_9,149.10999999999999,196.265,60.28,119.13,1.9975,19.222499999999997,2.8625,-1.91,278.8125,44.435,102982.34,198.7285714285714,123.1325,62.61666666666667,119.565,49.9375,9.611249999999998,198.7285714285714,310117,
2015_1_10,179.555,235.625,67.35249999999999,133.6475,1.9125,19.1325,2.9099999999999997,-1.4475000000000002,280.48,57.6275,102787.74250000001,229.555,142.8125,65.56354166666667,126.82375,47.8125,9.56625,229.555,310117,
2015_1_11,195.18750000000003,237.17000000000002,78.42999999999999,113.3425,1.8525,21.235,1.3875,-2.7125,281.04499999999996,58.095,102896.105,245.18750000000003,143.585,70.17916666666666,116.67125,46.3125,10.6175,245.18750000000003,310117,
2015_1_12,40.69,56.5375,26.2675,51.0,1.0175,29.8275,-4.4799999999999995,-5.3825,279.58750000000003,69.44,103352.5875,57.1125,53.26875,43.77916666666667,63.75,25.4375,14.91375,63.75,310117,
2015_1_13,30.867500000000003,46.055,21.19,66.8925,0.92,17.455000000000002,-4.3625,-4.04,280.91999999999996,78.17750000000001,103030.2425,44.096428571428575,46.055,35.31666666666667,83.615625,23.0,8.727500000000001,83.615625,310117,
2015_1_14,31.2925,31.607499999999998,16.497500000000002,58.2825,0.9675,18.877499999999998,1.1300000000000001,-7.7325,281.4075,91.4625,102474.39,44.70357142857143,31.607499999999998,27.495833333333337,72.853125,24.1875,9.438749999999999,72.853125,310117,
2015_1_15,74.47,82.59,22.48,58.36,1.1600000000000001,15.007499999999999,2.2075,-4.6475,279.585,76.1875,102700.3775,99.3375,66.295,37.46666666666667,72.95,29.000000000000004,7.503749999999999,99.3375,310117,
2015_1_16,95.44999999999999,116.3625,24.855,58.97,1.155,12.8325,3.4375,-2.0824999999999996,278.89,73.4225,102700.7975,125.56249999999999,83.18125,41.425000000000004,73.7125,28.875,6.41625,125.56249999999999,310117,
2015_1_17,100.57,118.91749999999999,30.564999999999998,53.10000000000001,1.2349999999999999,23.2825,-0.2725,-5.945,277.12,66.815,103239.39000000001,131.96249999999998,84.45875,50.235416666666666,66.37500000000001,30.874999999999996,11.64125,131.96249999999998,310117,
2015_1_18,85.405,113.58500000000001,26.9675,68.065,1.1600000000000001,33.8125,3.8825000000000003,-0.9600000000000001,278.455,64.55250000000001,102752.57999999999,113.00625,81.7925,44.94583333333334,85.08125,29.000000000000004,16.90625,113.00625,310117,
2015_1_19,90.98000000000002,167.5575,40.24249999999999,78.565,1.375,21.919999999999998,2.4975,-3.3599999999999994,278.9375,43.495,102858.6225,119.97500000000002,108.77875,54.26770833333333,98.20625,34.375,10.959999999999999,119.97500000000002,310117,
2015_1_20,44.43,92.7975,17.580000000000002,58.935,0.8274999999999999,33.8275,-4.845,1.01,279.4625,74.0325,102620.82,61.7875,71.39875,29.300000000000004,73.66875,20.687499999999996,16.91375,73.66875,310117,
