date,PM25,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,PM25_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,code,
2015_1_1,82.43827586206895,124.13499999999996,41.99775862068965,25.995172413793107,1.2505172413793104,29.215172413793105,-0.06706896551724141,1.9139655172413799,269.80655172413793,34.73499999999999,84127.62637931031,109.29784482758619,87.06749999999998,54.99906609195402,32.493965517241385,31.26293103448276,14.607586206896553,109.29784482758619,640500,
2015_1_2,90.45379310344828,130.13103448275865,41.58896551724136,28.990172413793097,1.4136206896551724,32.68775862068965,3.265,0.4546551724137929,270.6289655172414,35.090172413793105,83831.84948275864,119.31724137931035,90.06551724137933,54.8287356321839,36.23771551724137,35.34051724137931,16.343879310344825,119.31724137931035,640500,
2015_1_3,112.24844827586206,152.00327586206896,55.270172413793105,33.72431034482759,1.737586206896552,32.28810344827586,2.090689655172413,5.054137931034483,275.9506896551724,28.02499999999999,83250.99172413794,146.5605603448276,101.00163793103448,60.52923850574713,42.15538793103449,43.4396551724138,16.14405172413793,146.5605603448276,640500,
2015_1_4,52.58931034482759,91.71637931034483,18.860000000000003,12.426379310344828,0.9141379310344827,46.84896551724137,6.208793103448275,-5.0296551724137935,271.4975862068966,32.08379310344827,83226.01224137931,71.9866379310345,70.85818965517242,31.43333333333334,15.532974137931035,22.853448275862068,23.424482758620684,71.9866379310345,640500,
2015_1_5,14.58258620689655,22.08310344827586,6.608448275862071,6.660172413793104,0.49241379310344824,44.56620689655173,3.536724137931034,-6.538965517241378,267.0,41.645344827586214,83822.24896551725,20.832266009852216,22.08310344827586,11.014080459770119,8.32521551724138,12.310344827586206,22.283103448275867,22.283103448275867,640500,
2015_1_6,50.04896551724137,71.80465517241377,33.2701724137931,21.784827586206895,0.9103448275862068,29.472068965517245,-0.7043103448275863,1.8486206896551725,266.30862068965513,58.30379310344827,83698.41379310345,68.81120689655171,60.90232758620689,51.36257183908046,27.231034482758616,22.75862068965517,14.736034482758622,68.81120689655171,640500,
2015_1_7,51.472068965517245,110.77758620689656,15.80068965517241,19.412241379310345,0.8734482758620686,37.82499999999998,5.17706896551724,-1.5351724137931038,268.088275862069,52.514137931034476,84041.99931034482,70.59008620689656,80.38879310344828,26.334482758620684,24.26530172413793,21.836206896551715,18.91249999999999,80.38879310344828,640500,
2015_1_8,56.364310344827594,118.38362068965517,35.96241379310345,29.330517241379315,0.9196551724137932,36.40379310344828,5.177931034482761,0.6584482758620684,270.19965517241377,39.67982758620689,84351.53396551726,76.7053879310345,84.19181034482759,52.48433908045977,36.66314655172415,22.991379310344833,18.20189655172414,84.19181034482759,640500,
2015_1_9,59.86275862068966,85.25413793103448,37.04948275862067,29.19758620689655,1.0755172413793104,35.144655172413785,1.332241379310345,0.23327586206896536,269.58810344827594,47.38913793103445,84272.62155172414,81.07844827586207,67.62706896551724,52.93728448275861,36.49698275862069,26.887931034482758,17.572327586206892,81.07844827586207,640500,
2015_1_10,89.01344827586206,121.1308620689655,37.15879310344828,32.39655172413793,1.3108620689655175,34.58206896551724,3.257068965517242,2.748448275862069,271.6448275862069,35.20155172413793,83919.6394827586,117.51681034482758,85.56543103448274,52.98283045977012,40.49568965517241,32.771551724137936,17.29103448275862,117.51681034482758,640500,
2015_1_11,86.85637931034483,117.37241379310343,44.213448275862085,30.225172413793086,1.175,39.771379310344834,2.8410344827586202,0.15672413793103449,271.9313793103448,23.712586206896553,84063.86931034485,114.82047413793104,83.68620689655171,55.922270114942535,37.78146551724136,29.375,19.885689655172417,114.82047413793104,640500,
2015_1_12,147.65379310344824,177.31655172413787,50.83241379310344,36.21586206896553,1.538965517241379,33.673793103448276,2.4622413793103455,5.503620689655173,274.02017241379315,31.746034482758624,83754.87603448275,196.6482758620689,113.65827586206893,58.6801724137931,45.26982758620691,38.47413793103448,16.836896551724138,196.6482758620689,640500,
2015_1_13,74.80758620689654,99.55086206896551,23.63413793103449,16.45982758620689,0.9574137931034484,36.37793103448275,4.348965517241378,0.19965517241379338,271.44913793103444,35.032758620689656,83783.49568965519,99.75948275862068,74.77543103448275,39.39022988505749,20.574784482758616,23.93534482758621,18.188965517241375,99.75948275862068,640500,
2015_1_14,57.68068965517241,88.11310344827587,29.43568965517242,21.52327586206896,0.8308620689655174,36.16241379310345,-0.31241379310344847,1.1189655172413786,270.75017241379305,26.863275862068964,83885.96396551727,78.35086206896551,69.05655172413793,49.0594827586207,26.9040948275862,20.771551724137936,18.081206896551723,78.35086206896551,640500,
2015_1_15,24.46689655172413,37.64551724137931,11.839827586206896,11.50948275862069,0.49862068965517237,42.55258620689656,3.3429310344827585,-3.3010344827586193,268.7963793103449,44.83137931034483,84099.14448275861,34.9527093596059,37.64551724137931,19.733045977011493,14.386853448275863,12.46551724137931,21.27629310344828,37.64551724137931,640500,
2015_1_16,42.27465517241379,64.98034482758622,27.68413793103449,23.489310344827583,0.7736206896551725,38.3155172413793,-0.06948275862068955,1.763793103448276,269.9827586206896,42.59275862068966,84106.47586206894,59.093318965517234,57.49017241379311,46.14022988505748,29.36163793103448,19.340517241379313,19.15775862068965,59.093318965517234,640500,
2015_1_17,31.878103448275855,53.655517241379314,10.93310344827586,11.393275862068966,0.5712068965517241,42.08258620689655,5.522586206896552,-2.7401724137931023,268.06,63.7748275862069,84191.950862069,45.54014778325122,51.82775862068966,18.221839080459766,14.241594827586209,14.280172413793101,21.041293103448275,51.82775862068966,640500,
2015_1_18,23.473103448275854,53.09741379310344,23.937241379310347,15.971206896551715,0.6039655172413793,54.45620689655175,7.185344827586208,-1.7305172413793108,269.7343103448276,33.32706896551725,84109.50413793101,33.53300492610836,51.54870689655172,39.89540229885058,19.964008620689643,15.099137931034482,27.228103448275874,51.54870689655172,640500,
2015_1_19,55.83155172413792,93.1196551724138,32.34655172413793,21.554137931034486,1.1318965517241382,37.623620689655176,4.988965517241377,1.903448275862069,272.8536206896553,24.358275862068965,83595.56017241378,76.0394396551724,71.5598275862069,50.97772988505747,26.942672413793108,28.297413793103456,18.811810344827588,76.0394396551724,640500,
2015_1_20,14.141034482758622,48.17810344827588,6.272068965517242,5.038448275862068,0.40706896551724153,55.79155172413794,7.628275862068963,-7.604137931034481,268.3958620689656,42.429655172413796,84072.0544827586,20.201477832512317,48.17810344827588,10.45344827586207,6.298060344827585,10.17672413793104,27.89577586206897,48.17810344827588,640500,
2015_1_21,40.5853448275862,86.94034482758619,27.825517241379295,17.41620689655172,0.7751724137931033,46.79724137931035,1.7753448275862056,2.078275862068965,269.05206896551715,41.54396551724138,83878.22482758622,56.98168103448275,68.4701724137931,46.375862068965496,21.770258620689653,19.379310344827584,23.398620689655175,68.4701724137931,640500,
2015_1_22,54.12,86.30327586206897,29.71931034482759,20.15362068965517,1.087241379310345,41.496034482758645,4.2832758620689635,0.2782758620689655,273.10258620689655,34.989655172413784,83523.57534482758,73.9,68.15163793103449,49.53218390804599,25.192025862068963,27.181034482758626,20.748017241379323,73.9,640500,
2015_1_23,73.10620689655171,113.13120689655167,38.39310344827588,23.138620689655173,1.0837931034482757,38.48086206896552,-0.7403448275862069,3.830172413793104,273.88051724137927,49.701379310344834,83022.96241379308,97.63275862068964,81.56560344827584,53.49712643678161,28.923275862068966,27.094827586206893,19.24043103448276,97.63275862068964,640500,
2015_1_24,26.528103448275868,53.366206896551724,11.736206896551725,10.928965517241384,0.47017241379310354,46.939137931034494,5.10293103448276,-4.030172413793103,270.08103448275875,45.9703448275862,83453.03517241377,37.8972906403941,51.68310344827586,19.56034482758621,13.661206896551729,11.754310344827589,23.469568965517247,51.68310344827586,640500,
2015_1_25,54.96706896551725,105.48862068965518,35.49258620689656,22.604827586206895,0.8915517241379313,37.11241379310344,2.1446551724137937,3.5858620689655187,273.4365517241379,38.29068965517241,83565.39189655177,74.95883620689656,77.7443103448276,52.2885775862069,28.25603448275862,22.28879310344828,18.55620689655172,77.7443103448276,640500,
2015_1_26,34.843965517241394,86.78672413793103,23.22258620689656,12.173275862068962,0.5894827586206898,38.34362068965517,0.07000000000000002,-2.2917241379310345,269.19603448275865,58.142931034482764,83998.82379310344,49.77709359605913,68.39336206896552,38.7043103448276,15.216594827586203,14.737068965517244,19.171810344827584,68.39336206896552,640500,
2015_1_27,36.008793103448276,70.26551724137931,36.28724137931034,17.9198275862069,0.6865517241379309,27.458275862068966,-5.72293103448276,3.7801724137931028,266.37931034482756,74.75224137931036,83730.10086206897,51.26099137931035,60.13275862068966,52.61968390804597,22.399784482758626,17.16379310344827,13.729137931034483,60.13275862068966,640500,
