date,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa),code,
1_1,67.80307692307692,83.58461538461538,22.01615384615385,12.13153846153846,0.6907692307692308,37.83461538461539,-3.8238461538461546,6.59,280.89076923076925,56.47615384615385,93379.13769230769,500230,
1_2,88.43615384615383,108.73384615384614,21.43307692307693,12.73076923076923,0.8400000000000001,34.65307692307693,-3.223076923076923,4.143076923076924,280.99923076923073,69.05538461538461,93469.30230769233,500230,
1_3,44.106153846153845,60.91846153846154,22.39923076923077,17.155384615384616,0.8869230769230769,34.25692307692308,-5.049999999999999,3.6707692307692303,277.84000000000003,78.91307692307691,93850.30615384618,500230,
1_4,34.12230769230769,44.75,18.492307692307694,14.41384615384615,0.78,34.66307692307692,-3.54,3.8415384615384616,275.9115384615385,77.47307692307692,93641.67230769231,500230,
1_5,35.33,44.39692307692307,18.207692307692305,13.425384615384617,0.8407692307692309,31.421538461538454,-4.886153846153847,7.373076923076923,275.42615384615385,68.63000000000001,93359.82153846153,500230,
1_6,38.38538461538462,50.847692307692306,16.708461538461542,10.568461538461538,0.7161538461538461,43.86,-3.7776923076923077,6.09076923076923,277.6146153846153,68.36692307692309,93004.77076923077,500230,
1_7,46.50307692307693,59.00461538461539,18.823076923076922,14.682307692307692,0.9261538461538461,37.690000000000005,0.12615384615384612,1.3453846153846158,276.1330769230769,80.72076923076924,93293.51692307692,500230,
1_8,46.825384615384614,59.22384615384616,15.186153846153847,12.340000000000002,0.7423076923076923,61.00846153846154,0.39076923076923087,-3.568461538461538,273.65923076923076,63.30615384615385,94167.6369230769,500230,
1_9,40.84461538461539,56.74538461538462,13.856153846153846,14.446153846153845,0.6869230769230769,64.72923076923077,-0.23384615384615384,-1.215384615384615,274.77461538461546,38.42230769230769,94371.54153846152,500230,
1_10,48.85846153846153,70.05153846153847,15.82846153846154,21.96076923076923,0.8007692307692308,55.98538461538461,0.5084615384615384,-0.20923076923076936,276.3530769230769,42.84384615384616,94529.06153846154,500230,
1_11,57.49230769230769,78.72,17.32076923076923,19.057692307692307,0.7815384615384615,56.36000000000001,-1.1707692307692308,-0.2846153846153846,278.2515384615385,38.9676923076923,94447.44153846156,500230,
1_12,62.635384615384616,81.42153846153846,16.99923076923077,15.478461538461538,0.7507692307692309,45.777692307692305,-4.2592307692307685,7.7469230769230775,278.2423076923077,55.700769230769225,94200.45000000001,500230,
1_13,87.1776923076923,110.74538461538461,17.293846153846154,18.736153846153847,0.8507692307692308,40.171538461538475,-6.0792307692307705,9.437692307692307,278.7969230769231,50.77461538461538,93804.34923076924,500230,
1_14,81.70230769230768,101.40153846153846,16.294615384615387,16.737692307692306,0.8492307692307693,48.48538461538462,-3.006923076923077,3.838461538461538,279.89923076923077,54.380769230769225,93612.04384615386,500230,
1_15,75.05076923076922,91.86692307692307,15.141538461538463,13.26,0.7515384615384616,45.61230769230769,-4.02,6.017692307692307,281.6384615384615,65.59153846153848,93094.33615384615,500230,
1_16,90.2053846153846,103.4346153846154,17.16,28.476153846153846,1.0276923076923077,35.97153846153846,2.766923076923077,1.0069230769230768,280.13692307692315,75.36230769230771,93284.92384615385,500230,
1_17,54.20615384615385,63.77461538461538,16.413846153846155,14.07769230769231,0.8615384615384618,51.35538461538461,-2.0115384615384615,3.6530769230769233,283.3861538461539,53.933076923076925,93081.28692307693,500230,
1_18,91.16461538461537,108.3646153846154,21.436923076923076,14.629999999999997,1.1907692307692306,37.24,-3.6599999999999997,3.615384615384615,280.92999999999995,75.70692307692308,93471.92307692308,500230,
1_19,70.78846153846153,86.02538461538461,18.48923076923077,17.666923076923077,0.9269230769230768,38.557692307692314,0.4061538461538461,0.6384615384615384,280.4723076923077,73.20846153846153,93816.11230769231,500230,
1_20,60.75923076923077,76.92076923076924,20.493076923076924,13.660769230769233,1.0030769230769232,33.07230769230769,-1.1653846153846155,1.6461538461538463,280.5846153846154,76.03692307692307,93467.74307692307,500230,
1_21,79.33538461538461,97.7146153846154,20.71076923076923,21.13153846153846,1.286153846153846,31.775384615384613,0.09769230769230766,0.06999999999999999,279.7523076923077,84.59153846153846,93478.72538461536,500230,
1_22,47.82000000000001,60.53153846153847,12.839230769230769,13.770000000000001,0.9184615384615386,46.74999999999999,-2.7361538461538464,3.816153846153845,283.36538461538464,59.53692307692308,93125.63076923076,500230,
1_23,74.4246153846154,99.50615384615384,21.618461538461535,14.025384615384612,1.206923076923077,35.824615384615385,-4.527692307692309,6.856153846153846,281.9769230769231,67.44384615384615,93145.35923076925,500230,
1_24,40.03692307692308,53.1476923076923,20.555384615384614,17.342307692307692,0.9884615384615384,31.861538461538455,-9.457692307692309,10.155384615384616,278.0269230769231,69.54769230769233,92908.36,500230,
1_25,34.86538461538461,46.612307692307695,19.199230769230766,10.649999999999999,0.7407692307692307,42.52230769230769,-5.513076923076923,6.710000000000002,276.3015384615385,71.37307692307692,93275.90538461538,500230,
