date,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa),code,
1_1,69.11,95.19,10.73,32.98,0.92,77.8,-7.13,-2.6,289.59,75.37,101245.32,810012,
1_2,49.09,69.83,7.96,28.34,0.72,85.97,-9.02,-2.23,290.88,75.66,101177.62,810012,
1_3,26.61,46.2,7.89,28.09,0.59,77.15,-8.05,-2.57,292.12,73.88,101158.63,810012,
1_4,23.25,41.31,7.68,31.69,0.53,57.06,-6.66,-3.49,291.11,82.97,101012.71,810012,
1_5,33.32,52.91,9.6,49.59,0.81,22.37,-4.63,-5.92,289.35,76.26,100962.68,810012,
1_6,22.35,34.16,6.29,32.69,0.7,27.64,-8.2,-2.89,290.3,88.63,100765.82,810012,
1_7,11.0,19.45,5.58,24.92,0.59,35.18,-7.18,-1.83,291.22,95.48,100617.09,810012,
1_8,13.55,18.42,5.89,35.54,0.93,15.95,-2.79,-7.92,284.86,87.94,100944.73,810012,
1_9,39.61,49.63,11.28,30.6,1.02,46.05,-4.26,-10.16,280.61,52.13,101595.57,810012,
1_10,27.44,39.42,13.47,32.71,0.66,55.27,-5.73,-9.84,283.29,32.41,101813.18,810012,
1_11,21.66,36.63,12.99,31.3,0.54,67.94,-6.11,-9.72,283.38,33.12,101879.25,810012,
1_12,19.86,37.28,11.88,37.54,0.52,62.5,-6.16,-8.07,282.88,34.33,101949.42,810012,
1_13,27.12,44.65,10.58,41.04,0.56,65.73,-7.78,-5.31,284.5,51.84,101770.84,810012,
1_14,24.54,43.1,8.71,40.73,0.57,71.73,-5.94,-3.93,286.71,60.04,101504.8,810012,
1_15,29.04,47.31,7.41,51.01,0.6,63.21,-5.59,-1.99,288.64,69.25,101107.86,810012,
1_16,46.67,80.92,8.8,80.09,0.76,70.24,-1.85,-1.88,290.35,72.64,100842.14,810012,
1_17,90.95,130.59,12.88,97.44,1.13,76.6,-2.16,-3.45,290.98,57.59,100818.63,810012,
1_18,51.19,72.94,9.48,57.02,0.72,74.54,-5.78,-1.91,291.65,81.53,100960.66,810012,
1_19,49.27,72.41,8.13,55.76,0.82,39.84,-5.08,-3.18,291.93,87.79,101079.59,810012,
1_20,39.17,53.89,7.95,34.57,0.73,53.52,-5.62,-2.82,291.61,80.54,100935.04,810012,
1_21,50.24,66.18,6.98,36.31,0.7,74.41,-6.31,-0.74,291.92,85.63,100797.77,810012,
1_22,91.28,121.93,11.98,77.91,1.1,69.24,-2.48,-2.96,291.7,78.45,100774.51,810012,
1_23,58.65,80.87,9.17,43.9,0.95,81.31,-5.74,-1.2,291.69,83.75,100804.73,810012,
1_24,34.31,53.62,7.7,16.71,0.63,98.28,-9.57,-1.53,290.73,83.32,100829.54,810012,
1_25,23.67,37.28,5.34,17.0,0.47,79.75,-9.12,-0.62,290.8,86.25,100828.09,810012,
1_26,34.77,57.43,10.39,42.43,0.71,47.62,-6.35,-5.28,289.28,73.58,101025.94,810012,
1_27,26.85,44.53,8.15,32.77,0.58,44.7,-7.3,-4.03,287.73,78.85,101018.88,810012,
1_28,34.99,57.75,10.95,44.84,0.83,23.99,-3.55,-7.38,284.91,79.18,100925.08,810012,
1_29,16.15,25.87,10.15,35.15,0.86,20.5,-3.42,-10.51,278.42,73.37,101410.13,810012,
1_30,33.42,43.33,8.48,38.78,0.99,14.25,-3.11,-8.08,278.04,71.95,101369.45,810012,
1_31,20.55,26.03,8.88,39.31,1.02,18.84,-2.21,-10.42,278.74,81.23,101471.77,810012,
2_1,43.62,59.09,13.36,39.91,0.85,65.25,-3.05,-8.36,280.67,54.85,101457.25,810012,
2_2,48.57,64.79,13.74,41.4,0.82,47.77,-2.99,-9.26,280.8,51.45,101644.63,810012,
2_3,45.04,65.76,16.15,44.4,0.73,61.87,-3.94,-10.37,280.58,45.53,101823.33,810012,
2_4,54.23,80.95,17.04,35.21,0.72,74.27,-3.83,-9.3,279.82,42.11,101808.66,810012,
2_5,44.3,64.11,15.57,40.08,0.68,59.24,-3.71,-9.69,279.39,39.13,101882.38,810012,
2_6,38.1,54.56,14.01,44.1,0.65,71.57,-4.58,-8.06,281.24,31.82,101636.1,810012,
2_7,44.73,65.86,14.0,57.66,0.7,50.67,-3.74,-6.46,283.86,35.06,101329.72,810012,
2_8,37.81,52.48,11.75,40.1,0.54,66.64,-3.43,-4.57,285.71,46.4,101122.01,810012,
2_9,32.62,46.62,6.5,40.66,0.47,69.36,-4.52,-2.04,289.71,81.84,100889.91,810012,
2_10,53.75,73.84,8.65,50.17,0.69,55.65,-2.54,-4.06,291.04,76.79,101105.62,810012,
2_11,57.02,74.18,11.26,22.93,0.73,89.68,-4.03,-8.17,286.48,60.84,101603.34,810012,
2_12,43.3,57.6,9.71,20.7,0.66,92.02,-5.53,-7.06,286.05,44.77,101943.98,810012,
2_13,32.59,52.28,8.61,23.05,0.5,83.47,-6.13,-3.05,287.48,56.82,101718.4,810012,
