date,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa),code,
1_1,103.05970588235296,188.66382352941181,23.441176470588232,63.989999999999995,1.3373529411764706,30.868235294117653,-0.730294117647059,1.938823529411766,279.40117647058827,39.62558823529412,99593.58294117647,410400,
1_2,157.8841176470588,262.37117647058824,29.882941176470585,66.99764705882352,2.0855882352941175,15.307647058823527,-3.820588235294118,-6.462647058823529,274.7311764705881,42.08852941176471,100094.81352941178,410400,
1_3,49.481176470588224,92.54764705882354,15.093529411764708,30.42529411764706,1.1161764705882355,29.997647058823535,-4.511470588235295,-6.759411764705882,271.2132352941176,42.22323529411764,100798.47794117649,410400,
1_4,37.06029411764706,59.79882352941176,8.406470588235294,20.10911764705882,0.8429411764705881,43.86176470588235,-2.723823529411764,-5.754117647058823,267.0391176470589,87.75352941176472,100482.35794117645,410400,
1_5,63.22176470588235,69.95411764705882,10.631470588235295,28.179411764705886,0.899705882352941,57.01470588235295,0.3432352941176471,-1.5794117647058823,266.43441176470594,86.67147058823531,100080.88411764706,410400,
1_6,94.97000000000003,103.47205882352942,10.71529411764706,30.595,1.0649999999999997,70.30411764705885,-1.4885294117647054,-2.540294117647058,267.1905882352942,92.05382352941176,99847.14088235295,410400,
1_7,96.5929411764706,106.39235294117647,17.346176470588233,31.63794117647059,1.2308823529411765,44.37264705882353,3.903529411764705,-4.470588235294118,269.37117647058824,80.73411764705881,99549.5767647059,410400,
1_8,26.08882352941177,51.76558823529411,14.749117647058824,16.335882352941173,0.6261764705882352,69.12676470588235,10.289117647058825,-8.5,271.09588235294126,43.04205882352941,99805.09882352938,410400,
1_9,22.523529411764713,49.47911764705881,15.74647058823529,22.307352941176468,0.6197058823529414,64.0185294117647,9.085588235294118,-6.096176470588235,272.78617647058815,39.404411764705884,99903.29058823531,410400,
1_10,24.672941176470584,55.630294117647075,16.40705882352941,28.168823529411767,0.6629411764705881,56.20441176470587,7.713235294117647,-6.475294117647059,273.20029411764705,39.13294117647059,100274.63529411762,410400,
1_11,36.37764705882353,73.42176470588232,17.495882352941177,42.707647058823525,0.843529411764706,39.195882352941176,-0.21323529411764708,-3.605294117647059,271.1579411764705,41.15029411764706,100681.0179411765,410400,
1_12,67.72999999999999,104.02617647058827,15.477647058823527,50.898529411764706,1.042352941176471,36.1664705882353,0.09941176470588224,3.8214705882352944,271.04411764705884,58.55794117647059,100565.28235294117,410400,
1_13,108.11852941176473,148.33794117647062,14.936764705882354,60.56058823529412,1.3176470588235298,27.053529411764707,1.0711764705882354,5.910294117647059,273.944705882353,69.17735294117647,100055.67617647059,410400,
1_14,116.49764705882352,152.55323529411766,17.601764705882353,50.71264705882353,1.269411764705882,38.717941176470575,3.173235294117647,3.509117647058823,276.8688235294118,67.75088235294116,99563.05617647059,410400,
1_15,165.1138235294118,206.82705882352937,20.361764705882354,67.12088235294118,1.5702941176470588,27.943235294117653,-0.8376470588235295,-1.2235294117647058,276.1179411764705,78.06441176470585,99415.0567647059,410400,
1_16,189.31764705882352,237.6511764705883,27.965882352941183,64.52941176470588,2.0341176470588236,34.78999999999999,1.7682352941176471,-4.21235294117647,276.52058823529404,53.05470588235294,99165.59705882352,410400,
